-6.404875e+00;-9.284822e+00;-6.644182e+00;-9.228597e-01;-5.874142e+00;-4.487984e+00;-4.404880e-01;5.490145e+00;-3.320776e+00;-1.781136e+00;-1.255139e+00;2.372950e+00;4.706745e+01;1.150512e+00;1.850434e+00;1.677651e+00;6.865128e-01;-1.595772e-01;-5.667000e-01;-2.285206e+00;2.190248e-01;2.522432e+00;3.186289e-02;-1.203214e+00;-1.448414e+00;-4.609871e-02;8.252327e-01;3.952886e-01;1.546354e-01;5.185273e-01;6.242232e-01;4.022433e-01;7.255213e-01;-4.176297e-01;-3.938614e-01;-2.182812e-01;6.363687e-01;7.991626e-01;-1.455016e-01
-6.407106e+00;-8.094748e+00;-7.295778e+00;-8.169498e+00;-6.795652e+00;-1.190727e+01;-9.446293e+00;1.650332e+00;-5.778849e+00;-2.608580e+00;-8.022442e+00;-1.654078e+00;4.714005e+01;2.633169e+00;2.633959e+00;2.071223e+00;2.339202e+00;7.057028e-01;-7.284290e-01;-1.432056e+00;-9.286548e-01;2.648599e+00;5.630549e-01;1.382368e+00;7.076560e-01;-2.341965e-01;1.031530e+00;3.152829e-01;1.506012e-01;3.802969e-01;1.314677e+00;9.778804e-01;1.290488e+00;-8.910319e-01;-1.201703e+00;-4.884857e-01;6.192166e-01;9.921667e-01;-2.356342e-01
-6.512012e-01;-6.276922e-01;2.069873e+00;6.133024e+00;-6.211273e+00;-3.611842e+00;-7.363616e+00;8.505176e+00;1.052042e+01;-1.208100e+00;-3.887557e+00;-2.855605e+00;4.680066e+01;4.535346e+00;3.435114e+00;2.254042e+00;2.452805e+00;2.528899e+00;1.525381e+00;9.158250e-01;-1.295284e+00;4.900412e-01;-1.325139e+00;6.858385e-01;1.469364e+00;-6.795578e-01;6.854590e-01;-3.085538e-01;-3.942352e-01;-5.098025e-01;1.199256e+00;9.528376e-01;1.452535e+00;-1.119183e+00;-1.995052e+00;-7.329670e-01;1.741927e-02;6.305081e-01;-2.167596e-01
3.884134e+00;-4.435937e-01;-6.450949e-01;7.245208e+00;-2.177063e+00;-8.568200e+00;-4.139202e+00;-6.606443e-01;3.001620e+00;7.476199e-01;6.972912e+00;8.525507e+00;4.602986e+01;4.615746e+00;2.634508e+00;2.142462e+00;1.704851e+00;5.069570e+00;3.276662e+00;2.566719e+00;-3.478980e+00;-2.469889e+00;-1.732064e+00;9.483426e-01;2.053531e+00;-9.075401e-01;-2.142339e-01;-7.225608e-01;-8.018681e-01;-1.258246e+00;-2.282923e-01;2.502663e-01;9.593918e-01;-3.607903e-01;-9.206421e-01;-6.920295e-01;-8.770199e-01;-5.126400e-01;-4.874108e-02
1.112623e+01;4.065171e+00;1.300689e+00;3.633810e+00;4.461058e+00;1.469388e+00;1.485091e+00;1.692150e-01;-5.260805e+00;-1.008493e+01;-5.323623e+00;4.629979e+00;4.422475e+01;3.586518e+00;3.073898e-01;-3.291439e-01;-1.545324e+00;3.654771e+00;2.194942e+00;2.978082e+00;-4.101727e+00;-4.893586e+00;-2.485412e+00;-8.991047e-01;1.031190e+00;-7.932251e-01;-1.137702e+00;-7.750320e-01;-9.928503e-01;-1.180770e+00;-1.690791e+00;-1.160133e+00;-8.522071e-02;2.915739e-01;8.579548e-01;5.320893e-01;-3.224068e-01;-1.202141e+00;1.860736e-01
1.078291e+01;2.731361e+00;3.801124e+00;1.604365e+00;1.321603e+01;1.935427e+00;-1.037051e+00;-1.157659e+01;-1.023768e+01;-6.830485e+00;-2.562695e+00;4.870783e+00;4.389030e+01;2.036414e+00;5.850168e-01;-6.465247e-01;-1.952963e+00;-9.986951e-01;1.881216e-01;2.333775e+00;-1.329384e+00;7.372017e-01;-2.316956e+00;-2.210259e+00;-1.636457e+00;-4.210682e-01;-1.433561e+00;-1.796105e-01;-9.766389e-01;-6.798590e-01;-2.465195e+00;-1.522987e+00;-7.007976e-01;1.343179e+00;1.642526e+00;1.368081e+00;3.151083e-01;-1.352484e+00;2.844735e-01
1.383200e+01;-6.782207e-01;-1.798956e+00;1.226824e+00;4.366037e+00;2.111056e+00;5.975718e+00;-6.545487e+00;-7.327860e+00;-9.846108e+00;-3.615277e+00;4.127704e+00;4.390431e+01;1.365042e-01;5.846997e-01;-1.315716e+00;-1.622136e+00;-2.890921e+00;-2.731012e+00;6.061935e-01;-9.122120e-01;3.176270e+00;1.627753e+00;6.531054e-01;-2.696348e+00;7.574463e-03;-1.443261e+00;2.491218e-01;-1.638269e-01;2.301367e-01;-1.312777e+00;-5.447143e-01;-7.418605e-01;1.195816e+00;9.285924e-01;1.792765e+00;1.020326e+00;-6.960959e-01;2.388873e-01
1.271332e+01;4.853186e+00;-2.327896e+00;-1.316115e+00;-7.123027e+00;-7.948426e+00;5.284360e+00;-3.950214e+00;7.721156e+00;-1.095657e+01;-4.932559e+00;5.943608e-01;4.408474e+01;-8.270522e-01;1.597801e+00;-2.247447e+00;-1.656038e+00;-3.983561e+00;-1.875294e+00;2.486754e-01;1.642155e+00;1.707811e+00;3.051756e+00;1.747779e+00;-2.845122e+00;1.144276e-01;-1.155659e+00;-1.812420e-01;2.412810e-01;7.740675e-01;4.864484e-01;1.220577e+00;-1.697027e-01;6.416265e-01;-1.253612e+00;1.095066e+00;7.792801e-01;4.918873e-01;1.142551e-01
1.084355e+01;5.927757e+00;-2.213379e+00;-3.016632e+00;1.759805e-01;-7.243744e+00;1.355353e+00;-8.205032e+00;1.641126e+00;1.168773e-01;-8.731644e-01;-6.713552e+00;4.416540e+01;-2.198052e+00;1.046607e+00;-3.478176e-01;-5.431036e-01;-1.416682e+00;5.030791e-01;3.113292e-01;3.915826e-01;-7.359291e-01;3.794058e+00;2.223506e+00;-1.844957e+00;1.334637e-01;-6.860849e-01;-4.857684e-01;5.022647e-01;9.823210e-01;1.656225e+00;2.306398e+00;6.784175e-01;5.526905e-01;-6.135526e-01;-3.903040e-01;-7.352203e-01;7.950217e-01;1.238728e-02
8.141872e+00;7.417376e+00;-7.228897e+00;-4.554095e+00;-4.606744e+00;-2.763645e+00;2.516509e+00;-2.536040e+00;-6.183119e+00;3.446803e+00;4.805145e+00;-3.934199e+00;4.433189e+01;-2.574603e+00;-5.521467e-01;7.593117e-02;1.377858e+00;6.964272e-01;4.673959e+00;1.632694e+00;1.226851e+00;-3.574761e+00;2.075222e+00;9.009406e-01;3.972843e-01;8.726273e-02;1.451782e-02;-4.907093e-01;7.528924e-01;7.247105e-01;1.991424e+00;1.585433e+00;6.676971e-01;-1.211837e-02;8.562771e-01;-1.378771e+00;-1.889062e+00;2.630118e-01;-2.233875e-02
5.127466e+00;3.272719e+00;-1.087543e+00;1.302960e-01;-3.975514e+00;2.034060e+00;8.916290e+00;-5.294662e+00;-4.055368e+00;1.922496e+00;2.633404e+00;-2.832802e+00;4.444806e+01;-2.420145e+00;-7.691682e-01;3.391914e-02;1.772521e+00;3.050211e+00;5.526350e+00;3.306272e+00;2.058892e+00;2.749793e+00;1.645002e-01;-2.599577e+00;-3.424433e-01;8.309326e-02;6.533046e-01;-9.873942e-02;5.230510e-01;8.730864e-03;9.645308e-01;-4.065019e-01;-1.627005e-01;2.361806e-02;8.391484e-01;-1.435973e+00;-1.080870e+00;4.503000e-02;-2.712944e-02
2.698343e+00;3.419972e+00;-2.511158e+00;3.999709e+00;-1.565144e+00;1.078247e+01;9.667359e+00;7.288551e-01;-7.304400e+00;-1.483273e+00;-2.181140e+00;6.404074e-01;4.437973e+01;-6.434166e-01;5.214177e-02;1.326147e+00;8.097029e-01;3.740113e+00;3.540233e+00;2.089690e+00;7.479086e-01;4.246336e+00;-2.027321e+00;-5.285987e+00;-2.281320e+00;2.791901e-02;8.429207e-01;5.801756e-02;5.377403e-01;-4.860827e-01;-2.454284e-01;-2.393956e+00;-1.157396e+00;-4.866585e-01;8.547740e-02;9.469509e-04;9.317765e-01;3.795872e-01;-2.155422e-02
